0.000000,0.000000,1.000000,0.550708,0.750959,0.157025,29.500000,3.250000
1.000000,0.000000,2.000000,0.536783,0.768133,0.165434,30.000000,3.000000
2.000000,0.000000,3.000000,0.561564,0.738920,0.149060,31.250000,1.750000
3.000000,0.000000,4.000000,0.545067,0.760678,0.166790,23.500000,2.250000
4.000000,0.000000,1.000000,0.535584,0.767878,0.188451,38.000000,2.500000
5.000000,0.000000,2.000000,0.525106,0.780169,0.207412,34.750000,1.500000
6.000000,0.000000,3.000000,0.521732,0.798630,0.221671,31.500000,1.500000
7.000000,0.000000,4.000000,0.546361,0.750284,0.174690,22.250000,1.500000
8.000000,0.000000,1.000000,0.546931,0.741783,0.160741,22.750000,2.750000
9.000000,0.000000,2.000000,0.556853,0.738873,0.157670,29.250000,3.500000
10.000000,0.000000,3.000000,0.537682,0.773322,0.182571,29.500000,5.500000
11.000000,0.000000,4.000000,0.552379,0.744505,0.155114,31.000000,3.500000
12.000000,0.000000,1.000000,0.537540,0.771400,0.198246,30.500000,2.250000
13.000000,0.000000,2.000000,0.550115,0.763163,0.183390,43.750000,2.250000
14.000000,0.000000,3.000000,0.550608,0.751075,0.154506,25.500000,4.500000
15.000000,0.000000,4.000000,0.546509,0.761037,0.173778,31.000000,2.750000
16.000000,0.000000,1.000000,0.553845,0.747346,0.146853,26.000000,2.500000
17.000000,0.000000,2.000000,0.558064,0.737498,0.152053,30.500000,2.000000
18.000000,0.000000,3.000000,0.538761,0.777163,0.157866,35.000000,2.500000
19.000000,0.000000,4.000000,0.535530,0.769585,0.151095,34.750000,1.500000
20.000000,0.000000,1.000000,0.546332,0.744145,0.156291,23.500000,5.250000
21.000000,0.000000,2.000000,0.546033,0.740475,0.156698,17.250000,5.500000
22.000000,0.000000,3.000000,0.535657,0.776543,0.229533,27.500000,0.250000
23.000000,0.000000,4.000000,0.548264,0.758669,0.161708,22.000000,3.500000
24.000000,0.000000,1.000000,0.552185,0.747565,0.167237,27.500000,3.500000
25.000000,0.000000,2.000000,0.542862,0.762126,0.181705,26.500000,5.000000
26.000000,0.000000,3.000000,0.526361,0.784050,0.176875,13.000000,2.750000
27.000000,0.000000,4.000000,0.529313,0.776017,0.216387,30.000000,1.750000
28.000000,0.000000,1.000000,0.542567,0.777196,0.177674,29.250000,3.000000
29.000000,0.000000,2.000000,0.531933,0.779272,0.197331,25.250000,4.000000
30.000000,0.000000,3.000000,0.543353,0.761942,0.184733,21.000000,1.250000
31.000000,0.000000,4.000000,0.542272,0.768442,0.193036,31.250000,3.500000
32.000000,0.000000,1.000000,0.566252,0.726893,0.136558,37.500000,3.250000
33.000000,0.000000,2.000000,0.555159,0.742695,0.162128,33.750000,4.500000
34.000000,0.000000,3.000000,0.547556,0.755123,0.163233,26.500000,6.750000
35.000000,0.000000,4.000000,0.556012,0.743578,0.150146,34.750000,5.750000
36.000000,0.000000,1.000000,0.557859,0.739597,0.148647,37.250000,2.000000
37.000000,0.000000,2.000000,0.562248,0.731383,0.138805,29.250000,1.500000
38.000000,0.000000,3.000000,0.541389,0.772477,0.183991,33.750000,0.000000
39.000000,0.000000,4.000000,0.563845,0.719737,0.140626,36.000000,3.250000
40.000000,0.000000,1.000000,0.555518,0.737126,0.157487,30.250000,4.000000
41.000000,0.000000,2.000000,0.543859,0.762873,0.163738,32.750000,5.000000
42.000000,0.000000,3.000000,0.543158,0.758677,0.168956,40.250000,2.250000
43.000000,0.000000,4.000000,0.548803,0.744694,0.167704,29.500000,2.750000
44.000000,0.000000,1.000000,0.554728,0.745738,0.173134,26.250000,3.500000
45.000000,0.000000,2.000000,0.552540,0.749558,0.158178,30.500000,3.000000
46.000000,0.000000,3.000000,0.547689,0.750463,0.161967,27.500000,3.750000
